interaction_id,time_of_day,device,location
859,Night,Desktop,Los Angeles
860,Morning,Tablet,Los Angeles
861,Morning,Mobile,New York
862,Night,Desktop,San Francisco
863,Evening,Tablet,Houston
864,Afternoon,Desktop,San Francisco
865,Evening,Mobile,New York
866,Night,Mobile,Chicago
867,Night,Mobile,Houston
868,Evening,Mobile,Houston
869,Afternoon,Desktop,New York
870,Afternoon,Mobile,Los Angeles
871,Afternoon,Tablet,Los Angeles
872,Afternoon,Mobile,Chicago
873,Afternoon,Desktop,San Francisco
874,Morning,Mobile,Los Angeles
875,Morning,Mobile,Houston
876,Night,Desktop,Los Angeles
877,Morning,Mobile,San Francisco
878,Afternoon,Mobile,Los Angeles
879,Afternoon,Mobile,San Francisco
880,Afternoon,Mobile,New York
881,Night,Desktop,Chicago
882,Night,Tablet,Houston
883,Evening,Mobile,Houston
884,Morning,Mobile,Chicago
885,Morning,Desktop,Los Angeles
886,Evening,Tablet,Chicago
887,Evening,Tablet,New York
888,Morning,Desktop,Chicago
889,Afternoon,Mobile,New York
890,Morning,Mobile,New York
891,Afternoon,Mobile,Los Angeles
892,Night,Mobile,Los Angeles
893,Morning,Desktop,Houston
894,Morning,Desktop,Houston
895,Night,Desktop,Los Angeles
896,Night,Mobile,Chicago
897,Night,Desktop,New York
898,Night,Mobile,New York
899,Night,Mobile,San Francisco
900,Evening,Mobile,San Francisco
901,Evening,Desktop,New York
902,Night,Mobile,Houston
903,Night,Desktop,New York
904,Night,Mobile,New York
905,Night,Mobile,San Francisco
906,Afternoon,Tablet,Los Angeles
907,Afternoon,Mobile,New York
908,Night,Mobile,Los Angeles
909,Night,Mobile,Chicago
910,Morning,Tablet,New York
911,Night,Mobile,Chicago
912,Night,Mobile,San Francisco
913,Evening,Mobile,San Francisco
914,Afternoon,Mobile,New York
915,Night,Mobile,Los Angeles
916,Afternoon,Desktop,San Francisco
917,Afternoon,Desktop,Houston
918,Morning,Mobile,Los Angeles
919,Afternoon,Desktop,Houston
920,Afternoon,Desktop,Los Angeles
921,Night,Tablet,Chicago
922,Evening,Mobile,Los Angeles
923,Night,Mobile,Los Angeles
924,Night,Desktop,New York
925,Evening,Mobile,New York
926,Evening,Mobile,Los Angeles
927,Morning,Desktop,San Francisco
928,Evening,Mobile,New York
929,Night,Mobile,Los Angeles
930,Evening,Mobile,Houston
931,Evening,Desktop,Los Angeles
932,Evening,Mobile,New York
933,Afternoon,Desktop,Chicago
934,Morning,Desktop,Los Angeles
935,Afternoon,Mobile,San Francisco
936,Afternoon,Mobile,Los Angeles
937,Morning,Mobile,Chicago
938,Afternoon,Desktop,Chicago
939,Evening,Mobile,New York
940,Morning,Tablet,New York
941,Afternoon,Mobile,San Francisco
942,Night,Mobile,Los Angeles
943,Afternoon,Mobile,New York
944,Night,Desktop,Chicago
945,Evening,Mobile,Los Angeles
946,Night,Mobile,San Francisco
947,Afternoon,Desktop,Chicago
948,Afternoon,Mobile,Los Angeles
949,Afternoon,Mobile,Los Angeles
950,Morning,Desktop,Los Angeles
951,Morning,Desktop,Houston
952,Afternoon,Mobile,San Francisco
953,Afternoon,Mobile,San Francisco
954,Evening,Desktop,Chicago
955,Morning,Mobile,Los Angeles
956,Morning,Desktop,Chicago
957,Morning,Mobile,San Francisco
958,Night,Mobile,Los Angeles
959,Afternoon,Mobile,New York
960,Evening,Mobile,Los Angeles
961,Evening,Desktop,Los Angeles
962,Afternoon,Mobile,Chicago
963,Afternoon,Mobile,San Francisco
964,Evening,Tablet,Los Angeles
965,Night,Mobile,Houston
966,Evening,Desktop,Chicago
967,Night,Tablet,Chicago
968,Night,Tablet,Houston
969,Morning,Desktop,New York
970,Afternoon,Mobile,New York
971,Morning,Tablet,New York
972,Night,Desktop,San Francisco
973,Evening,Desktop,Los Angeles
974,Morning,Mobile,Chicago
975,Evening,Tablet,Chicago
976,Night,Desktop,San Francisco
977,Evening,Desktop,New York
978,Morning,Mobile,Chicago
979,Night,Mobile,New York
980,Afternoon,Tablet,New York
981,Morning,Mobile,San Francisco
982,Morning,Mobile,Chicago
983,Afternoon,Desktop,Los Angeles
984,Night,Mobile,Los Angeles
985,Afternoon,Mobile,San Francisco
986,Morning,Mobile,New York
987,Night,Mobile,San Francisco
988,Evening,Mobile,Los Angeles
989,Morning,Mobile,San Francisco
990,Evening,Mobile,New York
991,Afternoon,Desktop,San Francisco
992,Night,Tablet,Houston
993,Afternoon,Mobile,New York
994,Evening,Mobile,Los Angeles
995,Morning,Mobile,San Francisco
996,Night,Desktop,Los Angeles
997,Afternoon,Tablet,San Francisco
998,Evening,Mobile,San Francisco
999,Evening,Mobile,Chicago
1000,Morning,Desktop,Houston
1001,Evening,Desktop,New York
1002,Night,Mobile,San Francisco
1003,Evening,Desktop,New York
1004,Morning,Desktop,Houston
1005,Afternoon,Tablet,San Francisco
1006,Night,Mobile,Houston
1007,Afternoon,Tablet,Houston
1008,Afternoon,Mobile,San Francisco
1009,Evening,Desktop,Chicago
1010,Evening,Mobile,San Francisco
1011,Morning,Mobile,Los Angeles
1012,Evening,Desktop,Houston
1013,Evening,Mobile,Chicago
1014,Afternoon,Mobile,Los Angeles
1015,Night,Mobile,Los Angeles
1016,Evening,Mobile,New York
1017,Night,Mobile,New York
1018,Evening,Tablet,Los Angeles
1019,Evening,Mobile,San Francisco
1020,Morning,Mobile,Los Angeles
1021,Evening,Mobile,San Francisco
1022,Morning,Mobile,Chicago
1023,Afternoon,Mobile,Los Angeles
1024,Night,Mobile,San Francisco
1025,Evening,Mobile,Los Angeles
1026,Morning,Mobile,Chicago
1027,Afternoon,Desktop,Houston
1028,Evening,Desktop,Los Angeles
1029,Morning,Mobile,San Francisco
1030,Morning,Mobile,Los Angeles
1031,Afternoon,Desktop,New York
1032,Evening,Mobile,San Francisco
1033,Evening,Tablet,San Francisco
1034,Night,Mobile,Chicago
1035,Evening,Mobile,New York
1036,Morning,Desktop,New York
1037,Night,Desktop,San Francisco
1038,Night,Mobile,Los Angeles
1039,Evening,Mobile,Los Angeles
1040,Night,Mobile,New York
1041,Morning,Tablet,Houston
1042,Morning,Desktop,San Francisco
1043,Afternoon,Mobile,New York
1044,Morning,Mobile,Houston
1045,Afternoon,Mobile,Houston
1046,Night,Mobile,San Francisco
1047,Afternoon,Mobile,San Francisco
1048,Evening,Desktop,San Francisco
1049,Afternoon,Mobile,New York
1050,Evening,Mobile,San Francisco
1051,Night,Desktop,New York
1052,Afternoon,Mobile,Chicago
1053,Morning,Mobile,Chicago
1054,Evening,Mobile,San Francisco
1055,Night,Mobile,New York
1056,Morning,Desktop,Los Angeles
1057,Evening,Desktop,Los Angeles
1058,Night,Mobile,San Francisco
1059,Night,Mobile,San Francisco
1060,Morning,Mobile,Los Angeles
1061,Night,Mobile,San Francisco
1062,Afternoon,Mobile,Chicago
1063,Night,Mobile,Los Angeles
1064,Evening,Mobile,Houston
1065,Evening,Mobile,Houston
1066,Evening,Desktop,Chicago
1067,Afternoon,Desktop,New York
1068,Morning,Tablet,San Francisco
1069,Afternoon,Mobile,New York
1070,Afternoon,Desktop,Chicago
1071,Afternoon,Desktop,Los Angeles
1072,Night,Tablet,Los Angeles
1073,Morning,Mobile,San Francisco
1074,Night,Desktop,New York
1075,Afternoon,Mobile,New York
1076,Evening,Desktop,Los Angeles
1077,Afternoon,Mobile,San Francisco
1078,Morning,Desktop,Houston
1079,Evening,Desktop,Houston
1080,Morning,Mobile,San Francisco
1081,Afternoon,Mobile,Houston
1082,Morning,Mobile,San Francisco
1083,Night,Mobile,Houston
1084,Evening,Mobile,San Francisco
1085,Morning,Mobile,Los Angeles
1086,Evening,Desktop,San Francisco
1087,Evening,Mobile,Los Angeles
1088,Afternoon,Desktop,New York
1089,Afternoon,Desktop,Los Angeles
1090,Evening,Tablet,Houston
1091,Morning,Desktop,Los Angeles
1092,Evening,Mobile,San Francisco
1093,Afternoon,Desktop,New York
1094,Morning,Mobile,Chicago
1095,Evening,Tablet,Houston
1096,Afternoon,Desktop,New York
1097,Evening,Desktop,San Francisco
1098,Evening,Mobile,San Francisco
1099,Evening,Mobile,Chicago
1100,Morning,Desktop,Chicago
1101,Afternoon,Desktop,Chicago
1102,Afternoon,Mobile,New York
1103,Night,Tablet,San Francisco
1104,Evening,Mobile,Houston
1105,Evening,Desktop,Houston
1106,Night,Desktop,Los Angeles
1107,Evening,Mobile,Houston
1108,Morning,Mobile,Los Angeles
1109,Night,Desktop,Los Angeles
1110,Afternoon,Mobile,Los Angeles
1111,Evening,Mobile,Chicago
1112,Afternoon,Desktop,Los Angeles
1113,Evening,Desktop,Houston
1114,Night,Mobile,San Francisco
1115,Afternoon,Mobile,New York
1116,Evening,Mobile,New York
1117,Morning,Desktop,Los Angeles
1118,Night,Mobile,San Francisco
1119,Evening,Desktop,Chicago
1120,Evening,Desktop,Los Angeles
1121,Evening,Mobile,Houston
1122,Night,Mobile,Los Angeles
1123,Evening,Tablet,Los Angeles
1124,Evening,Mobile,New York
1125,Afternoon,Desktop,San Francisco
1126,Afternoon,Tablet,Los Angeles
1127,Night,Tablet,Chicago
1128,Night,Mobile,San Francisco
1129,Morning,Mobile,New York
1130,Evening,Tablet,New York
1131,Afternoon,Desktop,Chicago
1132,Afternoon,Mobile,Los Angeles
1133,Evening,Mobile,Houston
1134,Evening,Mobile,Los Angeles
1135,Night,Desktop,Houston
1136,Morning,Mobile,Houston
1137,Morning,Desktop,Houston
1138,Night,Desktop,Houston
1139,Night,Desktop,Chicago
1140,Afternoon,Desktop,Houston
1141,Night,Desktop,Houston
1142,Morning,Mobile,Houston
1143,Afternoon,Mobile,Los Angeles
1144,Morning,Desktop,New York
1145,Evening,Mobile,Chicago
1146,Morning,Mobile,San Francisco
1147,Afternoon,Mobile,Los Angeles
1148,Morning,Mobile,Houston
1149,Afternoon,Desktop,Houston
1150,Afternoon,Desktop,Los Angeles
1151,Night,Mobile,New York
1152,Morning,Desktop,San Francisco
1153,Night,Mobile,Chicago
1154,Night,Desktop,Houston
1155,Morning,Mobile,San Francisco
1156,Afternoon,Desktop,Chicago
1157,Evening,Mobile,Houston
1158,Morning,Mobile,Los Angeles
1159,Night,Desktop,Chicago
1160,Night,Mobile,New York
1161,Afternoon,Tablet,New York
1162,Night,Desktop,Houston
1163,Evening,Mobile,New York
1164,Night,Desktop,San Francisco
1165,Afternoon,Mobile,New York
1166,Morning,Mobile,Chicago
1167,Afternoon,Tablet,Houston
1168,Night,Mobile,Houston
1169,Afternoon,Desktop,San Francisco
1170,Night,Mobile,Los Angeles
1171,Afternoon,Desktop,New York
1172,Morning,Mobile,New York
1173,Night,Mobile,Houston
1174,Evening,Tablet,Houston
1175,Evening,Mobile,Los Angeles
1176,Evening,Desktop,San Francisco
1177,Evening,Mobile,Houston
1178,Night,Mobile,Chicago
1179,Night,Desktop,Los Angeles
1180,Morning,Mobile,Chicago
1181,Afternoon,Mobile,New York
1182,Night,Tablet,Los Angeles
1183,Evening,Desktop,Houston
1184,Night,Mobile,San Francisco
1185,Evening,Mobile,San Francisco
1186,Morning,Desktop,Chicago
1187,Afternoon,Tablet,Chicago
1188,Night,Tablet,New York
1189,Afternoon,Desktop,San Francisco
1190,Evening,Mobile,Houston
1191,Evening,Tablet,Los Angeles
1192,Afternoon,Desktop,Los Angeles
1193,Morning,Mobile,Chicago
1194,Afternoon,Mobile,Chicago
1195,Afternoon,Mobile,Houston
1196,Night,Desktop,Houston
1197,Night,Mobile,New York
1198,Evening,Mobile,Houston
1199,Night,Mobile,Houston
1200,Morning,Mobile,Chicago
1201,Morning,Mobile,New York
1202,Morning,Desktop,Chicago
1203,Evening,Mobile,New York
1204,Morning,Tablet,Los Angeles
1205,Morning,Desktop,Chicago
1206,Night,Tablet,Chicago
1207,Evening,Desktop,Houston
1208,Afternoon,Mobile,Los Angeles
1209,Morning,Mobile,New York
1210,Night,Mobile,Los Angeles
1211,Afternoon,Tablet,Chicago
1212,Morning,Mobile,Los Angeles
1213,Afternoon,Mobile,Chicago
1214,Afternoon,Desktop,Houston
1215,Evening,Tablet,Los Angeles
1216,Evening,Desktop,San Francisco
1217,Morning,Desktop,Los Angeles
1218,Morning,Mobile,San Francisco
1219,Evening,Desktop,Los Angeles
1220,Morning,Mobile,Chicago
1221,Morning,Desktop,Houston
1222,Evening,Mobile,New York
1223,Afternoon,Mobile,New York
1224,Morning,Tablet,San Francisco
1225,Night,Mobile,San Francisco
1226,Evening,Desktop,San Francisco
1227,Morning,Desktop,New York
1228,Morning,Desktop,Chicago
1229,Evening,Mobile,New York
1230,Night,Mobile,Los Angeles
1231,Night,Desktop,Houston
1232,Evening,Desktop,Houston
1233,Night,Mobile,New York
1234,Morning,Mobile,Chicago
1235,Night,Mobile,Houston
1236,Morning,Tablet,San Francisco
1237,Afternoon,Mobile,Houston
1238,Night,Mobile,San Francisco
1239,Afternoon,Desktop,San Francisco
1240,Evening,Mobile,San Francisco
1241,Night,Tablet,San Francisco
1242,Morning,Mobile,Los Angeles
1243,Night,Mobile,Los Angeles
1244,Evening,Mobile,Chicago
1245,Evening,Mobile,Houston
1246,Morning,Mobile,New York
1247,Night,Mobile,Chicago
1248,Afternoon,Mobile,San Francisco
1249,Evening,Desktop,New York
1250,Evening,Mobile,San Francisco
1251,Morning,Tablet,Los Angeles
1252,Night,Desktop,Houston
1253,Afternoon,Mobile,Los Angeles
1254,Night,Mobile,San Francisco
1255,Night,Mobile,Chicago
1256,Afternoon,Mobile,Houston
1257,Morning,Mobile,Chicago
1258,Evening,Mobile,San Francisco
1259,Morning,Desktop,Los Angeles
1260,Morning,Mobile,New York
1261,Night,Mobile,Los Angeles
1262,Afternoon,Mobile,San Francisco
1263,Evening,Desktop,San Francisco
1264,Night,Mobile,Houston
1265,Evening,Desktop,Houston
1266,Night,Mobile,New York
1267,Afternoon,Tablet,San Francisco
1268,Evening,Mobile,Los Angeles
1269,Evening,Tablet,New York
1270,Morning,Desktop,Los Angeles
1271,Night,Mobile,Los Angeles
1272,Night,Mobile,Chicago
1273,Night,Mobile,Los Angeles
1274,Morning,Tablet,San Francisco
1275,Morning,Desktop,San Francisco
1276,Evening,Mobile,New York
1277,Night,Mobile,New York
1278,Night,Mobile,Houston
1279,Evening,Desktop,Chicago
1280,Evening,Desktop,Chicago
1281,Evening,Mobile,Houston
1282,Afternoon,Mobile,Houston
1283,Afternoon,Mobile,Houston
1284,Evening,Mobile,Houston
1285,Morning,Mobile,San Francisco
1286,Morning,Mobile,Houston
1287,Night,Mobile,San Francisco
1288,Afternoon,Tablet,New York
1289,Afternoon,Desktop,Chicago
1290,Evening,Tablet,San Francisco
1291,Evening,Mobile,San Francisco
1292,Evening,Desktop,Houston
1293,Evening,Desktop,San Francisco
1294,Evening,Mobile,San Francisco
1295,Morning,Mobile,Houston
1296,Morning,Desktop,Los Angeles
1297,Evening,Tablet,San Francisco
1298,Morning,Mobile,Los Angeles
1299,Evening,Mobile,Houston
1300,Evening,Desktop,Chicago
1301,Afternoon,Tablet,San Francisco
1302,Morning,Desktop,New York
1303,Morning,Mobile,Chicago
1304,Afternoon,Mobile,Houston
1305,Morning,Mobile,Chicago
1306,Afternoon,Desktop,Los Angeles
1307,Night,Desktop,Chicago
1308,Morning,Mobile,Los Angeles
1309,Evening,Mobile,New York
1310,Afternoon,Tablet,Houston
1311,Evening,Desktop,Los Angeles
1312,Evening,Tablet,San Francisco
1313,Morning,Mobile,Chicago
1314,Afternoon,Desktop,San Francisco
1315,Night,Desktop,Los Angeles
1316,Evening,Mobile,Houston
1317,Evening,Tablet,Houston
1318,Night,Mobile,New York
1319,Afternoon,Desktop,San Francisco
1320,Morning,Tablet,Los Angeles
1321,Evening,Mobile,San Francisco
1322,Morning,Desktop,San Francisco
1323,Afternoon,Mobile,Houston
1324,Night,Desktop,New York
1325,Morning,Desktop,Los Angeles
1326,Afternoon,Desktop,San Francisco
1327,Morning,Desktop,Houston
1328,Morning,Mobile,Los Angeles
1329,Evening,Mobile,Houston
1330,Morning,Mobile,Houston
1331,Evening,Desktop,New York
1332,Afternoon,Mobile,San Francisco
1333,Afternoon,Desktop,San Francisco
1334,Evening,Mobile,San Francisco
1335,Night,Desktop,Houston
1336,Morning,Mobile,Chicago
1337,Afternoon,Desktop,New York
1338,Afternoon,Desktop,Houston
1339,Night,Tablet,San Francisco
1340,Afternoon,Desktop,Chicago
1341,Evening,Desktop,Chicago
1342,Night,Tablet,Houston
1343,Afternoon,Desktop,Chicago
1344,Night,Mobile,Houston
1345,Night,Desktop,Los Angeles
1346,Afternoon,Desktop,Houston
1347,Afternoon,Mobile,Los Angeles
1348,Afternoon,Desktop,Los Angeles
1349,Night,Desktop,Los Angeles
1350,Evening,Tablet,Houston
1351,Evening,Tablet,Houston
1352,Morning,Mobile,Los Angeles
1353,Afternoon,Mobile,New York
1354,Evening,Mobile,San Francisco
1355,Morning,Mobile,San Francisco
1356,Morning,Desktop,San Francisco
1357,Afternoon,Mobile,Chicago
1358,Morning,Desktop,Chicago
1359,Evening,Desktop,San Francisco
1360,Morning,Desktop,Los Angeles
1361,Morning,Mobile,New York
1362,Evening,Mobile,New York
1363,Morning,Mobile,Houston
1364,Morning,Mobile,Chicago
1365,Night,Tablet,San Francisco
1366,Morning,Desktop,Chicago
1367,Morning,Mobile,Chicago
1368,Night,Desktop,San Francisco
1369,Night,Mobile,New York
1370,Night,Desktop,Houston
1371,Afternoon,Mobile,Los Angeles
1372,Afternoon,Desktop,Chicago
1373,Evening,Mobile,Houston
1374,Morning,Mobile,Houston
1375,Evening,Mobile,Los Angeles
1376,Afternoon,Mobile,New York
1377,Morning,Desktop,Chicago
1378,Morning,Mobile,Chicago
1379,Night,Desktop,Los Angeles
1380,Afternoon,Desktop,Houston
1381,Morning,Desktop,New York
1382,Night,Desktop,Los Angeles
1383,Morning,Mobile,Chicago
1384,Afternoon,Mobile,San Francisco
1385,Evening,Tablet,San Francisco
1386,Evening,Desktop,Houston
1387,Morning,Desktop,Los Angeles
1388,Night,Desktop,Houston
1389,Night,Mobile,Los Angeles
1390,Night,Desktop,Houston
1391,Afternoon,Tablet,Chicago
1392,Evening,Mobile,Chicago
1393,Evening,Desktop,Los Angeles
1394,Morning,Mobile,Chicago
1395,Evening,Mobile,Houston
1396,Night,Desktop,Los Angeles
1397,Afternoon,Desktop,Houston
1398,Night,Desktop,Los Angeles
1399,Night,Tablet,Houston
1400,Evening,Mobile,Chicago
1401,Afternoon,Desktop,San Francisco
1402,Afternoon,Mobile,Los Angeles
1403,Night,Mobile,New York
1404,Morning,Mobile,Los Angeles
1405,Evening,Desktop,Houston
1406,Morning,Mobile,Houston
1407,Night,Desktop,New York
1408,Evening,Desktop,San Francisco
1409,Morning,Mobile,San Francisco
1410,Morning,Desktop,Houston
1411,Morning,Mobile,Houston
1412,Evening,Mobile,Los Angeles
1413,Morning,Desktop,New York
1414,Afternoon,Mobile,Houston
1415,Night,Desktop,Houston
1416,Evening,Desktop,Chicago
1417,Afternoon,Mobile,Chicago
1418,Morning,Desktop,San Francisco
1419,Night,Mobile,San Francisco
1420,Morning,Mobile,New York
1421,Afternoon,Mobile,New York
1422,Morning,Mobile,Los Angeles
1423,Evening,Mobile,Houston
1424,Afternoon,Tablet,San Francisco
1425,Evening,Mobile,Houston
1426,Night,Desktop,Los Angeles
1427,Evening,Mobile,New York
1428,Evening,Mobile,Chicago
1429,Morning,Mobile,San Francisco
1430,Morning,Desktop,San Francisco
1431,Afternoon,Mobile,Los Angeles
1432,Night,Mobile,Los Angeles
1433,Afternoon,Mobile,Los Angeles
1434,Night,Desktop,Los Angeles
1435,Night,Mobile,Houston
1436,Evening,Desktop,Houston
1437,Morning,Mobile,San Francisco
1438,Night,Desktop,San Francisco
1439,Morning,Mobile,San Francisco
1440,Night,Mobile,Houston
1441,Morning,Mobile,Chicago
1442,Afternoon,Tablet,Houston
1443,Morning,Mobile,Chicago
1444,Evening,Tablet,New York
1445,Night,Mobile,Houston
1446,Evening,Mobile,San Francisco
1447,Night,Mobile,Houston
1448,Evening,Mobile,Los Angeles
1449,Night,Tablet,San Francisco
1450,Morning,Desktop,Chicago
1451,Night,Desktop,Los Angeles
1452,Evening,Desktop,Chicago
1453,Evening,Mobile,New York
1454,Night,Tablet,San Francisco
1455,Night,Mobile,San Francisco
1456,Afternoon,Desktop,New York
1457,Afternoon,Mobile,Chicago
1458,Morning,Tablet,Houston
1459,Morning,Desktop,Chicago
1460,Morning,Tablet,New York
1461,Morning,Mobile,Houston
1462,Morning,Mobile,San Francisco
1463,Night,Mobile,Chicago
1464,Afternoon,Desktop,San Francisco
1465,Night,Desktop,Houston
1466,Afternoon,Mobile,Los Angeles
1467,Afternoon,Mobile,Los Angeles
1468,Evening,Mobile,Los Angeles
1469,Evening,Desktop,Los Angeles
1470,Afternoon,Mobile,Los Angeles
1471,Night,Desktop,Houston
1472,Afternoon,Mobile,San Francisco
1473,Morning,Mobile,New York
1474,Night,Tablet,New York
1475,Night,Mobile,Houston
1476,Afternoon,Mobile,San Francisco
1477,Morning,Mobile,San Francisco
1478,Afternoon,Mobile,Houston
1479,Morning,Desktop,Chicago
1480,Night,Mobile,New York
1481,Afternoon,Desktop,San Francisco
1482,Morning,Mobile,Houston
1483,Evening,Desktop,San Francisco
1484,Night,Desktop,Los Angeles
1485,Night,Tablet,San Francisco
1486,Evening,Tablet,Houston
1487,Morning,Mobile,San Francisco
1488,Night,Mobile,San Francisco
1489,Morning,Desktop,New York
1490,Evening,Mobile,New York
1491,Afternoon,Mobile,Los Angeles
1492,Night,Mobile,San Francisco
1493,Night,Mobile,Chicago
1494,Morning,Mobile,Los Angeles
1495,Night,Mobile,Los Angeles
1496,Afternoon,Mobile,Chicago
1497,Evening,Desktop,Houston
1498,Night,Mobile,Chicago
1499,Evening,Tablet,New York
1500,Morning,Mobile,Chicago
1501,Afternoon,Desktop,San Francisco
1502,Night,Mobile,San Francisco
1503,Evening,Mobile,San Francisco
1504,Afternoon,Mobile,Chicago
1505,Evening,Mobile,New York
1506,Morning,Desktop,Houston
1507,Afternoon,Desktop,New York
1508,Afternoon,Mobile,San Francisco
1509,Morning,Mobile,Chicago
1510,Morning,Mobile,Houston
1511,Night,Mobile,San Francisco
1512,Morning,Mobile,San Francisco
1513,Morning,Tablet,New York
1514,Evening,Mobile,San Francisco
1515,Afternoon,Desktop,New York
1516,Evening,Desktop,Los Angeles
1517,Morning,Desktop,San Francisco
1518,Night,Mobile,San Francisco
1519,Evening,Desktop,Los Angeles
1520,Evening,Desktop,Los Angeles
1521,Afternoon,Mobile,Los Angeles
1522,Afternoon,Mobile,San Francisco
1523,Afternoon,Tablet,San Francisco
1524,Night,Desktop,Los Angeles
1525,Night,Mobile,Houston
1526,Morning,Mobile,San Francisco
1527,Morning,Mobile,Chicago
1528,Afternoon,Mobile,Houston
1529,Evening,Mobile,Los Angeles
1530,Afternoon,Mobile,New York
1531,Morning,Desktop,Houston
1532,Evening,Desktop,San Francisco
1533,Morning,Desktop,Chicago
1534,Night,Mobile,Chicago
1535,Afternoon,Desktop,San Francisco
1536,Afternoon,Mobile,Los Angeles
1537,Evening,Mobile,Los Angeles
1538,Afternoon,Tablet,Los Angeles
1539,Morning,Mobile,San Francisco
1540,Morning,Mobile,San Francisco
1541,Night,Mobile,Houston
1542,Morning,Mobile,Chicago
1543,Evening,Desktop,New York
1544,Morning,Tablet,Los Angeles
1545,Night,Desktop,Los Angeles
1546,Night,Desktop,San Francisco
1547,Afternoon,Desktop,San Francisco
1548,Evening,Desktop,Chicago
1549,Morning,Mobile,Houston
1550,Night,Tablet,San Francisco
1551,Morning,Mobile,San Francisco
1552,Night,Tablet,Houston
1553,Afternoon,Mobile,San Francisco
1554,Night,Desktop,Chicago
1555,Afternoon,Desktop,San Francisco
1556,Evening,Tablet,San Francisco
1557,Morning,Desktop,San Francisco
1558,Morning,Mobile,New York
1559,Afternoon,Mobile,Houston
1560,Evening,Mobile,New York
1561,Afternoon,Mobile,San Francisco
1562,Night,Mobile,Los Angeles
1563,Afternoon,Mobile,Houston
1564,Evening,Mobile,Los Angeles
1565,Night,Tablet,Los Angeles
1566,Morning,Tablet,San Francisco
1567,Morning,Mobile,San Francisco
1568,Morning,Mobile,San Francisco
1569,Evening,Mobile,San Francisco
1570,Evening,Mobile,San Francisco
1571,Evening,Mobile,Chicago
1572,Evening,Mobile,New York
1573,Evening,Mobile,San Francisco
1574,Night,Mobile,New York
1575,Afternoon,Mobile,Chicago
1576,Morning,Mobile,Houston
1577,Evening,Desktop,Houston
1578,Morning,Desktop,San Francisco
1579,Evening,Mobile,Chicago
1580,Morning,Mobile,Houston
1581,Afternoon,Mobile,New York
1582,Morning,Mobile,Houston
1583,Morning,Mobile,New York
1584,Evening,Mobile,Los Angeles
1585,Night,Mobile,Chicago
1586,Night,Mobile,San Francisco
1587,Morning,Desktop,Houston
1588,Night,Mobile,Los Angeles
1589,Afternoon,Mobile,Los Angeles
1590,Afternoon,Mobile,Houston
1591,Night,Mobile,New York
1592,Night,Desktop,San Francisco
1593,Afternoon,Desktop,Los Angeles
1594,Night,Mobile,New York
1595,Night,Desktop,Los Angeles
1596,Evening,Desktop,Los Angeles
1597,Evening,Mobile,New York
1598,Night,Mobile,San Francisco
1599,Night,Desktop,Los Angeles
1600,Evening,Mobile,Houston
1601,Evening,Mobile,New York
1602,Night,Mobile,New York
1603,Evening,Desktop,Los Angeles
1604,Afternoon,Tablet,San Francisco
1605,Morning,Desktop,San Francisco
1606,Afternoon,Desktop,Houston
1607,Evening,Tablet,Chicago
1608,Afternoon,Desktop,Los Angeles
1609,Morning,Desktop,Houston
1610,Evening,Tablet,Los Angeles
1611,Afternoon,Mobile,Houston
1612,Afternoon,Desktop,New York
1613,Morning,Desktop,Los Angeles
1614,Evening,Tablet,San Francisco
1615,Night,Desktop,Houston
1616,Evening,Desktop,Los Angeles
1617,Morning,Tablet,Chicago
1618,Morning,Mobile,New York
1619,Morning,Mobile,Chicago
1620,Morning,Mobile,San Francisco
1621,Night,Mobile,Los Angeles
1622,Evening,Mobile,Houston
1623,Evening,Mobile,San Francisco
1624,Afternoon,Mobile,Chicago
1625,Night,Tablet,New York
1626,Night,Mobile,Chicago
1627,Afternoon,Desktop,Los Angeles
1628,Afternoon,Tablet,Los Angeles
1629,Evening,Mobile,Los Angeles
1630,Evening,Mobile,San Francisco
1631,Evening,Desktop,New York
1632,Night,Desktop,Los Angeles
1633,Night,Mobile,Houston
1634,Afternoon,Mobile,Chicago
1635,Morning,Mobile,Chicago
1636,Morning,Mobile,New York
1637,Morning,Mobile,New York
1638,Morning,Mobile,Houston
1639,Morning,Desktop,New York
1640,Evening,Tablet,San Francisco
1641,Afternoon,Desktop,Chicago
1642,Morning,Tablet,San Francisco
1643,Morning,Desktop,Houston
1644,Morning,Desktop,Houston
1645,Evening,Mobile,Chicago
1646,Morning,Mobile,New York
1647,Afternoon,Desktop,San Francisco
1648,Evening,Tablet,Houston
1649,Evening,Mobile,Houston
1650,Night,Mobile,Los Angeles
1651,Night,Desktop,Los Angeles
1652,Evening,Mobile,San Francisco
1653,Morning,Mobile,Los Angeles
1654,Morning,Desktop,Los Angeles
1655,Morning,Mobile,Houston
1656,Morning,Desktop,Los Angeles
1657,Night,Tablet,Chicago
1658,Afternoon,Mobile,Los Angeles
1659,Evening,Mobile,Houston
1660,Morning,Mobile,Los Angeles
1661,Night,Mobile,New York
1662,Afternoon,Desktop,Chicago
1663,Evening,Mobile,Los Angeles
1664,Evening,Mobile,San Francisco
1665,Evening,Mobile,Los Angeles
1666,Morning,Mobile,New York
1667,Evening,Mobile,New York
1668,Morning,Desktop,Chicago
1669,Afternoon,Mobile,Los Angeles
1670,Night,Mobile,Houston
1671,Night,Mobile,New York
