user_id,age,gender,location,interests_categories,avg_preferred_price,preferred_brands,common_interaction_types,interacted_products,high_rated_products
151,47,Male,New York,"['Clothing', 'Electronics']",137.2,"['BrandA', 'BrandC']","['view', 'purchase']","[30, 77, 18]",[]
152,54,Female,Chicago,"['Books', 'Sports', 'Clothing']",234.11,"['BrandB', 'BrandC', 'BrandD']","['view', 'add_to_cart']","[252, 68, 396, 21]",[]
153,40,Other,San Francisco,"['Beauty', 'Clothing']",397.89,"['BrandE', 'BrandC', 'BrandB']","['add_to_cart', 'view']","[68, 400]",[]
154,56,Other,Chicago,"['Sports', 'Electronics', 'Clothing']",302.61,"['BrandC', 'BrandB', 'BrandD']","['add_to_cart', 'view']","[375, 216, 482, 481, 270, 167]",[]
155,62,Male,New York,"['Home & Kitchen', 'Beauty', 'Sports']",218.28,"['BrandA', 'BrandC', 'BrandB']","['view', 'purchase']","[332, 275, 330, 271, 149, 52, 110, 282]",[143]
156,32,Female,New York,"['Books', 'Electronics', 'Sports']",231.05,"['BrandE', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[323, 15, 380, 149, 196, 463]",[446]
157,60,Male,San Francisco,"['Clothing', 'Electronics', 'Books']",56.1,"['BrandA', 'BrandC', 'BrandE']","['purchase', 'view']","[476, 46, 276, 365]",[]
158,46,Male,New York,"['Home & Kitchen', 'Electronics', 'Clothing']",279.2,"['BrandA', 'BrandC', 'BrandD']",['view'],"[128, 227, 324]",[]
159,53,Female,Houston,"['Home & Kitchen', 'Clothing', 'Books']",279.68,"['BrandA', 'BrandD', 'BrandE']","['view', 'add_to_cart', 'purchase']","[187, 94, 293, 267]",[]
160,30,Female,Los Angeles,"['Books', 'Toys', 'Beauty']",244.79,"['BrandC', 'BrandE', 'BrandA']",['view'],[422],"[411, 72]"
161,49,Female,San Francisco,"['Sports', 'Beauty', 'Electronics']",341.76,"['BrandB', 'BrandE', 'BrandC']","['view', 'purchase', 'add_to_cart']","[173, 270, 281, 234, 77, 167]",[252]
162,24,Other,Chicago,"['Toys', 'Electronics', 'Clothing']",130.34,"['BrandA', 'BrandE', 'BrandD']","['view', 'add_to_cart', 'purchase']","[302, 138, 195, 38, 324, 222]",[]
163,39,Male,Houston,"['Sports', 'Home & Kitchen', 'Toys']",188.75,"['BrandA', 'BrandD', 'BrandB']","['add_to_cart', 'view', 'purchase']","[139, 47, 48, 308]","[80, 107]"
164,45,Male,San Francisco,"['Clothing', 'Electronics', 'Toys']",243.28,"['BrandA', 'BrandB', 'BrandE']","['view', 'add_to_cart']","[427, 153, 497, 315, 470, 333, 5]",[29]
165,19,Other,New York,"['Toys', 'Beauty', 'Books']",272.94,"['BrandA', 'BrandB', 'BrandD']","['view', 'add_to_cart']","[366, 296, 202, 167]",[314]
166,59,Female,New York,"['Sports', 'Books', 'Home & Kitchen']",242.29,"['BrandC', 'BrandA', 'BrandD']","['view', 'add_to_cart', 'purchase']","[158, 480, 302, 141, 323, 223, 186, 97]","[110, 75]"
167,62,Other,New York,"['Books', 'Sports', 'Toys']",288.48,"['BrandC', 'BrandB', 'BrandE']","['view', 'purchase']","[138, 93, 96]",[113]
168,23,Other,New York,"['Beauty', 'Home & Kitchen', 'Books']",164.36,"['BrandE', 'BrandA', 'BrandD']","['view', 'purchase']","[130, 464, 204, 379, 313, 148]",[245]
169,45,Other,Chicago,"['Home & Kitchen', 'Clothing', 'Books']",322.68,"['BrandA', 'BrandD', 'BrandE']","['add_to_cart', 'view']","[106, 45, 283, 54, 111]",[]
170,45,Male,Houston,"['Beauty', 'Sports', 'Home & Kitchen']",238.72,"['BrandB', 'BrandA', 'BrandC']",['view'],"[307, 7]","[377, 264]"
171,61,Other,Los Angeles,"['Beauty', 'Home & Kitchen', 'Clothing']",277.05,"['BrandB', 'BrandA', 'BrandE']","['add_to_cart', 'view']","[106, 314, 455, 302, 320, 49, 404, 368, 367, 280]",[282]
172,61,Male,Chicago,"['Electronics', 'Sports', 'Books']",196.5,"['BrandB', 'BrandA', 'BrandC']","['add_to_cart', 'view']","[253, 3, 199, 17, 242]",[263]
173,37,Male,Chicago,"['Electronics', 'Books', 'Clothing']",268.72,"['BrandD', 'BrandB', 'BrandC']","['add_to_cart', 'view']","[113, 76, 319]","[146, 140]"
174,47,Male,Los Angeles,"['Electronics', 'Sports', 'Books']",225.9,"['BrandE', 'BrandB', 'BrandA']",['view'],[441],"[354, 48]"
175,28,Female,Los Angeles,"['Home & Kitchen', 'Books', 'Toys']",298.38,"['BrandA', 'BrandB', 'BrandE']","['add_to_cart', 'view', 'purchase']","[396, 153, 369, 345]",[207]
176,45,Male,New York,"['Beauty', 'Home & Kitchen', 'Electronics']",273.01,"['BrandB', 'BrandE', 'BrandA']","['view', 'add_to_cart']","[277, 404, 257]","[290, 420, 270]"
177,42,Male,Chicago,"['Electronics', 'Books', 'Home & Kitchen']",242.78,"['BrandC', 'BrandE', 'BrandB']","['add_to_cart', 'view', 'purchase']","[43, 466, 421, 325, 444, 322]",[323]
178,56,Female,San Francisco,"['Home & Kitchen', 'Electronics', 'Clothing']",336.69,"['BrandE', 'BrandC', 'BrandA']","['view', 'add_to_cart']","[251, 338, 211, 438, 159]",[]
179,50,Male,Los Angeles,"['Home & Kitchen', 'Clothing', 'Electronics']",215.44,"['BrandB', 'BrandA', 'BrandE']","['add_to_cart', 'view', 'purchase']","[238, 276, 463, 86, 257, 428, 199, 425, 373]","[126, 208, 438, 406]"
180,18,Other,Los Angeles,"['Sports', 'Books', 'Clothing']",176.88,"['BrandA', 'BrandB', 'BrandD']","['add_to_cart', 'view', 'purchase']","[286, 360, 139, 320, 223, 86, 480, 494]",[360]
181,44,Other,Houston,"['Electronics', 'Home & Kitchen', 'Toys']",239.37,"['BrandB', 'BrandD', 'BrandA']","['view', 'add_to_cart', 'purchase']","[181, 467, 427, 346, 215, 492, 398, 125, 396]",[61]
182,30,Male,San Francisco,"['Sports', 'Books', 'Home & Kitchen']",288.78,"['BrandD', 'BrandA', 'BrandE']","['view', 'add_to_cart']","[334, 69, 39, 215, 178, 30, 470, 274]","[224, 393]"
183,58,Female,San Francisco,"['Books', 'Sports', 'Beauty']",141.33,"['BrandA', 'BrandB', 'BrandE']","['view', 'add_to_cart']","[79, 393, 73, 490]",[]
184,20,Other,Los Angeles,"['Home & Kitchen', 'Books', 'Sports']",201.74,"['BrandA', 'BrandE', 'BrandC']","['view', 'add_to_cart']","[292, 414, 123, 289, 99, 411, 86]","[44, 441]"
185,56,Female,New York,"['Beauty', 'Books', 'Sports']",329.61,"['BrandC', 'BrandE', 'BrandB']","['view', 'purchase', 'add_to_cart']","[419, 56, 401, 337]","[28, 285]"
186,23,Female,Houston,"['Books', 'Sports', 'Electronics']",275.76,"['BrandD', 'BrandC', 'BrandE']","['view', 'purchase']","[201, 310, 293]",[328]
187,25,Other,San Francisco,"['Books', 'Electronics', 'Clothing']",307.88,"['BrandB', 'BrandC', 'BrandA']","['view', 'add_to_cart', 'purchase']","[274, 394, 345, 15, 177, 179, 285, 438]",[84]
188,44,Female,Los Angeles,"['Toys', 'Clothing', 'Beauty']",283.3,"['BrandC', 'BrandE', 'BrandA']","['view', 'purchase', 'add_to_cart']","[460, 28, 71, 325, 485, 319, 356, 301, 228]",[]
189,26,Other,San Francisco,"['Electronics', 'Beauty', 'Books']",249.04,"['BrandD', 'BrandB', 'BrandE']","['view', 'add_to_cart', 'purchase']","[371, 12, 178, 213, 111, 131, 294, 75, 156, 89]","[291, 239, 497]"
190,54,Female,Houston,"['Beauty', 'Home & Kitchen', 'Books']",265.1,"['BrandD', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[256, 364, 244, 452, 332]",[461]
191,50,Other,Houston,"['Books', 'Home & Kitchen', 'Beauty']",185.72,"['BrandE', 'BrandD', 'BrandA']","['view', 'add_to_cart', 'purchase']","[25, 15, 357, 104, 239, 38, 490]",[]
192,59,Male,Chicago,"['Toys', 'Home & Kitchen', 'Electronics']",284.96,"['BrandA', 'BrandB', 'BrandE']","['view', 'purchase', 'add_to_cart']","[437, 496, 173, 39, 253, 469, 440, 11]",[41]
193,61,Other,Los Angeles,"['Electronics', 'Beauty', 'Sports']",211.3,"['BrandB', 'BrandC', 'BrandA']","['view', 'add_to_cart']","[212, 360, 202, 226, 307, 395]",[140]
194,41,Other,Houston,"['Toys', 'Electronics', 'Clothing']",298.7,"['BrandD', 'BrandB', 'BrandA']",['view'],"[332, 340, 386, 400, 29]",[219]
195,32,Other,Chicago,"['Clothing', 'Sports', 'Beauty']",263.01,"['BrandA', 'BrandB', 'BrandC']","['view', 'add_to_cart']","[490, 439, 340, 204, 267, 299, 205]",[]
196,49,Other,Chicago,"['Beauty', 'Clothing', 'Electronics']",196.07,"['BrandA', 'BrandC', 'BrandD']","['view', 'add_to_cart']","[447, 349, 327]","[248, 426]"
197,49,Female,San Francisco,"['Books', 'Toys', 'Beauty']",219.67,"['BrandC', 'BrandA', 'BrandD']",['view'],"[80, 287, 172, 234, 339, 24]",[444]
198,41,Male,San Francisco,"['Sports', 'Beauty', 'Toys']",333.48,"['BrandC', 'BrandB', 'BrandA']","['view', 'add_to_cart']","[186, 384, 173, 19]",[157]
199,58,Other,Chicago,"['Toys', 'Sports', 'Electronics']",359.06,"['BrandE', 'BrandD', 'BrandA']","['view', 'add_to_cart']","[497, 346, 321, 33, 341]",[339]
200,29,Female,San Francisco,"['Beauty', 'Home & Kitchen', 'Sports']",248.78,"['BrandD', 'BrandE', 'BrandA']","['view', 'purchase', 'add_to_cart']","[60, 114, 200, 420, 250, 183]",[275]
201,56,Male,Houston,"['Electronics', 'Books', 'Beauty']",335.51,"['BrandE', 'BrandD', 'BrandC']","['view', 'purchase', 'add_to_cart']","[388, 354, 221, 372, 201, 393]",[36]
202,19,Male,New York,"['Clothing', 'Home & Kitchen']",345.02,"['BrandA', 'BrandD']",['add_to_cart'],[340],[227]
203,20,Male,Houston,"['Beauty', 'Books', 'Clothing']",331.82,"['BrandA', 'BrandC']","['add_to_cart', 'view']","[118, 345, 218]",[]
204,54,Male,Chicago,"['Books', 'Electronics', 'Clothing']",286.4,"['BrandC', 'BrandA', 'BrandE']","['view', 'add_to_cart']","[293, 321, 481, 235, 158, 251, 473]","[424, 89, 201, 233]"
205,34,Other,Chicago,"['Books', 'Beauty', 'Home & Kitchen']",272.95,"['BrandA', 'BrandE', 'BrandB']","['view', 'purchase']","[187, 298]",[]
206,19,Other,Houston,"['Clothing', 'Toys', 'Electronics']",319.93,"['BrandA', 'BrandE', 'BrandB']","['add_to_cart', 'view', 'purchase']","[149, 280, 290, 407, 141, 317]","[406, 273, 423]"
207,19,Female,San Francisco,"['Clothing', 'Beauty', 'Electronics']",207.84,"['BrandC', 'BrandB', 'BrandD']","['view', 'purchase', 'add_to_cart']","[141, 129, 216, 498, 17, 335, 302, 250, 480, 380]",[]
208,45,Female,San Francisco,"['Beauty', 'Books', 'Home & Kitchen']",160.75,"['BrandC', 'BrandA']","['view', 'add_to_cart']","[165, 85, 144, 349]",[]
209,40,Female,Chicago,"['Electronics', 'Beauty', 'Books']",270.17,"['BrandD', 'BrandC', 'BrandE']","['view', 'add_to_cart']","[270, 54, 269, 169, 74, 108, 481, 121]",[497]
210,54,Male,Los Angeles,"['Sports', 'Toys', 'Home & Kitchen']",290.7,"['BrandA', 'BrandC', 'BrandB']","['view', 'purchase']","[200, 376, 67, 134]",[]
211,49,Male,San Francisco,"['Sports', 'Home & Kitchen', 'Beauty']",297.4,"['BrandA', 'BrandB', 'BrandD']","['add_to_cart', 'view', 'purchase']","[117, 429, 59, 281, 191, 442, 391, 163, 127, 141, 308]",[35]
212,50,Other,Houston,"['Beauty', 'Clothing', 'Home & Kitchen']",290.42,"['BrandC', 'BrandD', 'BrandB']","['view', 'add_to_cart']","[289, 402, 42, 292, 334, 344]",[]
213,18,Male,San Francisco,"['Books', 'Home & Kitchen', 'Clothing']",240.45,"['BrandC', 'BrandE']",['view'],[193],[169]
214,36,Male,Houston,"['Books', 'Toys', 'Sports']",319.65,"['BrandA', 'BrandD', 'BrandE']","['view', 'add_to_cart']","[23, 402, 274, 410, 158, 380]","[346, 385]"
215,19,Male,Chicago,"['Beauty', 'Home & Kitchen', 'Electronics']",215.37,"['BrandD', 'BrandE', 'BrandA']","['view', 'add_to_cart']","[359, 298, 238, 498, 269, 260, 59]","[364, 239]"
216,61,Female,San Francisco,"['Sports', 'Electronics', 'Home & Kitchen']",250.37,"['BrandB', 'BrandC', 'BrandE']","['view', 'add_to_cart']","[79, 431, 328, 202, 274]","[494, 78, 155]"
217,43,Female,Houston,"['Electronics', 'Home & Kitchen', 'Beauty']",286.62,"['BrandC', 'BrandB', 'BrandA']","['purchase', 'view', 'add_to_cart']","[330, 204, 54, 326, 382, 263, 134]",[]
218,49,Other,Chicago,"['Toys', 'Home & Kitchen', 'Electronics']",222.78,"['BrandE', 'BrandA']","['view', 'purchase']","[410, 105, 207, 420]",[313]
219,23,Male,Los Angeles,"['Toys', 'Sports']",319.68,"['BrandA', 'BrandC', 'BrandD']","['purchase', 'view']","[427, 50, 22, 127]",[]
220,49,Male,Houston,"['Beauty', 'Sports', 'Electronics']",145.19,"['BrandD', 'BrandB', 'BrandA']","['add_to_cart', 'view', 'purchase']","[449, 86, 338, 139, 217]",[166]
221,21,Other,Los Angeles,"['Electronics', 'Books', 'Home & Kitchen']",342.49,"['BrandE', 'BrandC', 'BrandD']","['add_to_cart', 'view']","[270, 224, 124, 317, 234, 266]",[418]
222,28,Male,Los Angeles,"['Sports', 'Beauty', 'Clothing']",341.82,"['BrandD', 'BrandA', 'BrandB']","['purchase', 'add_to_cart', 'view']","[326, 188, 426, 89, 206]",[471]
223,34,Male,New York,"['Books', 'Toys']",268.25,['BrandA'],['add_to_cart'],"[417, 398]",[142]
224,55,Female,San Francisco,"['Toys', 'Sports', 'Beauty']",275.92,"['BrandD', 'BrandC', 'BrandE']","['view', 'add_to_cart']","[50, 389, 480, 313, 66]",[]
225,41,Other,Houston,"['Clothing', 'Electronics', 'Books']",166.98,"['BrandE', 'BrandD', 'BrandA']","['add_to_cart', 'purchase', 'view']","[272, 434, 365, 183, 331, 379]",[302]
226,22,Other,Los Angeles,"['Toys', 'Beauty', 'Electronics']",295.65,"['BrandC', 'BrandD', 'BrandA']","['view', 'add_to_cart']","[53, 33, 116, 95, 485, 87]","[40, 461]"
227,51,Other,New York,"['Sports', 'Beauty', 'Clothing']",274.05,"['BrandD', 'BrandB', 'BrandA']","['add_to_cart', 'purchase', 'view']","[412, 281, 483, 449]","[499, 83, 198]"
228,23,Other,Chicago,"['Clothing', 'Toys', 'Books']",266.02,"['BrandA', 'BrandD', 'BrandB']",['view'],"[492, 52, 131]",[]
229,39,Female,Houston,"['Beauty', 'Sports', 'Clothing']",301.58,"['BrandE', 'BrandA', 'BrandD']","['view', 'add_to_cart', 'purchase']","[483, 156, 421, 444, 29, 461, 146, 186]",[197]
230,28,Female,Los Angeles,"['Electronics', 'Clothing', 'Books']",259.79,"['BrandB', 'BrandE', 'BrandC']","['view', 'add_to_cart']","[31, 374, 375, 367, 272]",[181]
231,33,Male,San Francisco,"['Clothing', 'Beauty', 'Electronics']",237.51,"['BrandD', 'BrandB']","['add_to_cart', 'view']","[318, 287, 370]",[]
232,50,Male,New York,"['Books', 'Sports', 'Home & Kitchen']",236.44,"['BrandA', 'BrandC', 'BrandB']","['add_to_cart', 'view', 'purchase']","[250, 167, 64, 309, 376, 136]","[465, 465]"
233,26,Male,Los Angeles,"['Beauty', 'Sports', 'Clothing']",231.11,"['BrandC', 'BrandE', 'BrandD']","['view', 'purchase']","[78, 180, 10, 82]","[138, 54]"
234,23,Male,San Francisco,"['Toys', 'Books', 'Electronics']",221.07,"['BrandD', 'BrandE', 'BrandB']","['add_to_cart', 'view']","[488, 157]","[316, 412, 135]"
235,33,Female,Los Angeles,"['Electronics', 'Books', 'Sports']",177.67,"['BrandB', 'BrandC', 'BrandE']",['view'],"[161, 410]",[140]
236,46,Other,Houston,"['Sports', 'Beauty', 'Books']",144.09,"['BrandE', 'BrandB', 'BrandC']","['view', 'purchase', 'add_to_cart']","[283, 100, 165, 229, 181, 268]",[]
237,20,Female,Houston,"['Books', 'Home & Kitchen', 'Electronics']",277.68,"['BrandB', 'BrandA', 'BrandD']","['view', 'add_to_cart']","[398, 306, 409, 291, 343, 121, 293, 198, 102, 296, 416, 474, 107, 251]","[489, 52]"
238,37,Male,Houston,"['Home & Kitchen', 'Beauty', 'Sports']",293.02,"['BrandA', 'BrandC', 'BrandD']",['view'],"[25, 466, 307, 9, 491, 300]","[405, 110, 262, 81]"
239,53,Female,New York,"['Beauty', 'Clothing', 'Electronics']",246.67,"['BrandA', 'BrandB', 'BrandC']","['view', 'add_to_cart', 'purchase']","[131, 93, 422, 194, 8, 70, 464]","[297, 227]"
240,36,Other,Houston,"['Beauty', 'Electronics', 'Books']",254.44,"['BrandB', 'BrandE']",[],[],[400]
241,43,Other,San Francisco,"['Clothing', 'Beauty', 'Electronics']",336.65,"['BrandA', 'BrandB', 'BrandC']","['view', 'add_to_cart', 'purchase']","[397, 386, 237, 490]",[162]
242,20,Female,Los Angeles,"['Books', 'Electronics', 'Toys']",251.53,"['BrandA', 'BrandB', 'BrandC']","['add_to_cart', 'purchase']","[206, 100]",[276]
243,36,Female,Chicago,"['Home & Kitchen', 'Clothing', 'Beauty']",357.04,"['BrandC', 'BrandD', 'BrandA']","['add_to_cart', 'view']","[483, 180, 106]",[457]
244,37,Female,San Francisco,"['Toys', 'Sports', 'Beauty']",251.87,"['BrandA', 'BrandB']",['add_to_cart'],"[22, 290]",[]
245,49,Male,San Francisco,"['Sports', 'Beauty', 'Books']",304.88,"['BrandE', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[382, 380, 73, 355]","[196, 367]"
246,24,Female,Houston,"['Electronics', 'Beauty', 'Sports']",276.4,"['BrandA', 'BrandB', 'BrandD']","['view', 'purchase', 'add_to_cart']","[273, 299, 458, 355, 493, 377, 235]",[]
247,58,Female,New York,"['Sports', 'Home & Kitchen', 'Electronics']",280.6,"['BrandE', 'BrandA', 'BrandB']","['purchase', 'view', 'add_to_cart']","[227, 9, 221, 415, 211, 266, 329, 467, 489]",[127]
248,50,Female,Los Angeles,"['Sports', 'Clothing', 'Electronics']",228.09,"['BrandB', 'BrandC', 'BrandA']",['view'],"[116, 148, 142, 93]",[]
249,57,Other,New York,"['Toys', 'Sports', 'Home & Kitchen']",279.34,"['BrandB', 'BrandE', 'BrandC']","['view', 'add_to_cart']","[114, 75, 186, 71, 18]",[456]
250,56,Other,Los Angeles,"['Toys', 'Beauty', 'Sports']",144.85,"['BrandC', 'BrandB']","['view', 'add_to_cart']","[376, 262, 449]",[]
251,35,Male,Los Angeles,"['Books', 'Home & Kitchen', 'Sports']",208.02,"['BrandA', 'BrandE', 'BrandC']","['view', 'add_to_cart']","[402, 204, 48, 357, 157, 281]","[408, 361, 440]"
252,57,Male,New York,"['Sports', 'Beauty', 'Books']",344.19,"['BrandC', 'BrandE']","['add_to_cart', 'view']","[367, 197, 285]","[322, 121]"
253,18,Other,San Francisco,"['Beauty', 'Home & Kitchen', 'Sports']",223.17,"['BrandE', 'BrandC', 'BrandD']","['view', 'add_to_cart']","[28, 194, 322, 158, 395, 38, 421]",[348]
254,28,Other,Los Angeles,"['Home & Kitchen', 'Toys', 'Electronics']",369.29,"['BrandC', 'BrandB', 'BrandE']",['add_to_cart'],"[281, 5]","[246, 456]"
255,45,Other,New York,"['Beauty', 'Electronics', 'Home & Kitchen']",301.98,"['BrandD', 'BrandE', 'BrandB']","['view', 'add_to_cart']","[214, 13, 413, 330, 209, 285, 190, 59, 31, 134]","[136, 312]"
256,42,Female,Los Angeles,"['Toys', 'Books', 'Clothing']",177.67,"['BrandB', 'BrandC', 'BrandA']","['add_to_cart', 'view']","[77, 366, 24, 386]",[153]
257,40,Female,Chicago,"['Electronics', 'Sports', 'Home & Kitchen']",277.13,"['BrandA', 'BrandD']","['add_to_cart', 'view']","[194, 175]",[383]
258,48,Other,San Francisco,"['Sports', 'Books', 'Clothing']",197.79,"['BrandE', 'BrandA', 'BrandB']","['purchase', 'view', 'add_to_cart']","[232, 396, 465, 425, 88, 440]",[470]
259,47,Female,Houston,"['Beauty', 'Electronics', 'Books']",260.37,"['BrandC', 'BrandA', 'BrandB']","['add_to_cart', 'view']","[285, 427, 279, 92, 54, 415]",[299]
260,59,Female,Los Angeles,"['Home & Kitchen', 'Sports', 'Books']",372.6,"['BrandE', 'BrandB', 'BrandA']","['view', 'purchase']","[434, 496, 299, 326, 65, 189]","[188, 44]"
261,52,Male,Chicago,"['Sports', 'Books']",204.97,"['BrandB', 'BrandA', 'BrandC']",['view'],"[10, 473]",[250]
262,24,Other,Houston,"['Toys', 'Beauty', 'Home & Kitchen']",106.6,"['BrandE', 'BrandD', 'BrandC']","['add_to_cart', 'view']","[34, 364, 395]",[]
263,33,Other,Houston,"['Sports', 'Books', 'Beauty']",148.39,"['BrandE', 'BrandC', 'BrandD']",['view'],"[297, 388]","[159, 161]"
264,43,Female,Los Angeles,"['Electronics', 'Clothing', 'Beauty']",352.47,"['BrandE', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[282, 438, 394, 18]",[98]
265,19,Other,New York,"['Clothing', 'Books', 'Beauty']",247.53,"['BrandB', 'BrandE', 'BrandD']","['add_to_cart', 'view']","[154, 132, 175, 257, 387, 471]",[335]
266,18,Male,Los Angeles,"['Electronics', 'Toys', 'Clothing']",246.64,"['BrandC', 'BrandB', 'BrandE']","['view', 'add_to_cart']","[109, 303, 39, 226, 220]",[]
267,29,Male,Chicago,"['Sports', 'Toys', 'Clothing']",294.37,"['BrandD', 'BrandB', 'BrandE']","['add_to_cart', 'view', 'purchase']","[462, 188, 279, 320, 178]",[]
268,22,Male,Houston,"['Books', 'Electronics', 'Sports']",275.9,"['BrandA', 'BrandD', 'BrandC']","['add_to_cart', 'purchase', 'view']","[196, 223, 26, 442, 221, 456]",[346]
269,54,Other,Los Angeles,"['Home & Kitchen', 'Toys', 'Books']",300.01,"['BrandD', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[70, 204, 119, 1, 20, 304]","[203, 324]"
270,49,Other,New York,"['Sports', 'Books', 'Electronics']",159.64,"['BrandA', 'BrandB', 'BrandC']","['view', 'add_to_cart']","[181, 262, 357, 79, 266, 89, 218]",[392]
271,26,Other,Los Angeles,"['Electronics', 'Sports', 'Beauty']",267.17,"['BrandA', 'BrandC', 'BrandE']","['view', 'add_to_cart']","[403, 278, 401, 103, 241, 482, 109, 369, 445, 222]","[253, 429]"
272,58,Other,San Francisco,"['Books', 'Electronics', 'Beauty']",231.26,"['BrandB', 'BrandE', 'BrandA']",['view'],"[469, 276]","[92, 24]"
273,52,Other,New York,"['Sports', 'Clothing', 'Books']",187.89,"['BrandB', 'BrandD', 'BrandC']","['view', 'add_to_cart', 'purchase']","[280, 471, 255, 401, 13, 56, 43, 364, 433, 189]",[449]
274,36,Male,Chicago,"['Sports', 'Clothing', 'Beauty']",234.93,"['BrandE', 'BrandB', 'BrandA']","['add_to_cart', 'purchase']","[451, 229, 423]",[]
275,33,Female,Houston,"['Books', 'Beauty', 'Toys']",162.56,"['BrandC', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[464, 113, 10, 308, 303]",[]
276,20,Male,Los Angeles,"['Toys', 'Electronics', 'Sports']",234.99,"['BrandD', 'BrandC', 'BrandA']","['add_to_cart', 'view']","[323, 389, 120, 227, 494, 393, 238, 122, 196]",[329]
277,37,Other,New York,"['Toys', 'Home & Kitchen', 'Electronics']",278.56,"['BrandC', 'BrandD', 'BrandA']","['view', 'add_to_cart']","[185, 92, 390]",[152]
278,41,Male,San Francisco,"['Electronics', 'Books', 'Sports']",316.55,"['BrandD', 'BrandA', 'BrandC']","['view', 'add_to_cart']","[223, 91, 350, 278, 410, 132, 448, 381]","[146, 142]"
279,50,Other,New York,"['Books', 'Beauty', 'Toys']",207.42,"['BrandC', 'BrandA', 'BrandB']","['add_to_cart', 'view']","[203, 494, 353, 168, 475]",[75]
280,41,Other,San Francisco,"['Toys', 'Books']",91.67,['BrandB'],['view'],[396],[]
281,28,Male,Chicago,"['Electronics', 'Toys', 'Sports']",287.96,"['BrandE', 'BrandD', 'BrandA']","['view', 'add_to_cart', 'purchase']","[49, 309, 456, 138, 300]",[98]
282,25,Other,Houston,"['Home & Kitchen', 'Books', 'Beauty']",274.22,"['BrandC', 'BrandD', 'BrandA']","['view', 'purchase', 'add_to_cart']","[463, 163, 303, 90, 424]",[]
283,53,Female,Chicago,"['Clothing', 'Books', 'Sports']",239.6,"['BrandA', 'BrandB', 'BrandC']",['view'],"[152, 77, 109, 68, 169, 216, 128, 243, 413]","[213, 267, 344]"
284,55,Other,Los Angeles,"['Clothing', 'Toys', 'Home & Kitchen']",255.72,"['BrandC', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[394, 330, 257, 131, 28]",[68]
285,57,Female,New York,"['Books', 'Beauty', 'Clothing']",340.76,"['BrandD', 'BrandB', 'BrandA']","['purchase', 'view', 'add_to_cart']","[485, 213, 82, 358, 381]",[]
286,37,Female,San Francisco,"['Beauty', 'Clothing', 'Sports']",192.09,"['BrandB', 'BrandE', 'BrandD']","['view', 'purchase']","[93, 159, 481, 92]",[499]
287,52,Other,San Francisco,"['Toys', 'Beauty', 'Sports']",311.63,"['BrandB', 'BrandD', 'BrandA']","['view', 'add_to_cart', 'purchase']","[322, 288, 92, 340, 351, 338]","[288, 450, 219]"
288,42,Male,New York,"['Home & Kitchen', 'Sports', 'Books']",243.33,"['BrandA', 'BrandE', 'BrandD']","['view', 'add_to_cart']","[409, 107, 113, 353, 401, 356]",[]
289,52,Female,New York,"['Clothing', 'Home & Kitchen']",220.76,"['BrandB', 'BrandA', 'BrandD']","['add_to_cart', 'view', 'purchase']","[483, 59, 114]","[145, 335]"
290,42,Male,Los Angeles,"['Home & Kitchen', 'Electronics']",366.24,"['BrandC', 'BrandB']",[],[],[7]
291,46,Female,Chicago,"['Electronics', 'Clothing', 'Beauty']",225.6,"['BrandE', 'BrandA', 'BrandB']","['add_to_cart', 'view']","[145, 299, 330, 139, 253]",[36]
292,35,Other,San Francisco,"['Books', 'Sports', 'Home & Kitchen']",89.38,"['BrandA', 'BrandC', 'BrandB']","['view', 'add_to_cart']","[366, 477, 298]",[]
293,63,Other,Los Angeles,"['Electronics', 'Clothing', 'Toys']",338.42,"['BrandA', 'BrandE', 'BrandD']","['add_to_cart', 'view']","[339, 333, 188]","[272, 94, 414]"
294,35,Female,Chicago,"['Books', 'Toys', 'Beauty']",264.75,"['BrandB', 'BrandC', 'BrandA']","['add_to_cart', 'view']","[341, 163, 102, 279, 368, 33, 173, 397]",[473]
295,19,Other,Los Angeles,"['Home & Kitchen', 'Books']",280.12,"['BrandC', 'BrandD']",['add_to_cart'],[434],[230]
296,52,Female,San Francisco,"['Clothing', 'Sports', 'Electronics']",234.78,"['BrandE', 'BrandA', 'BrandD']","['view', 'add_to_cart']","[384, 29, 472, 193, 209, 192, 194, 357]","[451, 333, 196]"
297,33,Other,New York,"['Beauty', 'Home & Kitchen', 'Toys']",218.37,"['BrandD', 'BrandC', 'BrandB']",['view'],"[494, 206, 126, 154]","[194, 248, 182]"
298,58,Male,New York,"['Books', 'Toys', 'Sports']",360.29,"['BrandE', 'BrandB', 'BrandD']","['view', 'add_to_cart', 'purchase']","[423, 311, 168, 231, 27, 183]",[]
299,53,Other,Chicago,"['Books', 'Sports', 'Beauty']",356.77,"['BrandE', 'BrandD', 'BrandA']","['view', 'purchase', 'add_to_cart']","[402, 459, 293, 424]",[361]
